product_category,product_name,brand,current_market_price,purchase_price,purchase_age_days,initial_warranty_days,warranty_left_days,condition_score,condition_grade,scratch_severity,dent_severity,crack_severity,usage_severity,missing_accessories,seller_description,resale_price
Refrigerators,Whirlpool 215L Single Door,Whirlpool,107700,126900,546,1533,1128,24.8,Reject,5,8,8,3,FALSE,Very heavy usage. Significant cracks and damage. Works but cosmetically poor.,10770
Refrigerators,Whirlpool 340L Double Door,Whirlpool,143700,178200,1254,1197,46,75,B,6,2,0,3,FALSE,Minor scratches on body. Fully functional. All accessories included.,73270
Laptops,MacBook Air 15 M2,Apple,198500,243500,1309,1217,83,19,Reject,2,7,7,8,TRUE,Damaged device. Cracks and deep dents. Missing all accessories.,19850
Televisions,"LG 65"" OLED evo C3",LG,291100,264300,1470,1823,489,9.4,Reject,8,0,9,7,TRUE,Damaged device. Cracks and deep dents. Missing all accessories.,29110
Tablets,iPad mini 6,Apple,79400,78500,1972,1597,0,50.4,D,5,6,1,5,TRUE,Visible damage on body. Functional but cosmetically worn. No accessories. Missing some original accessories.,13250
Refrigerators,Godrej 261L Double Door,Godrej,93900,121400,362,399,211,75.2,B,7,2,0,3,FALSE,Small scuffs on edges but overall great condition. Charger included.,59090
Microwaves,LG 28L Convection MJEN286SF,LG,18300,18300,19,359,340,96,A,1,0,0,1,FALSE,Like new condition. Original charger and box included. Barely used for 2 months.,17380
Refrigerators,LG 343L Double Door,LG,26300,25800,1553,1632,212,57.2,D,6,0,0,8,TRUE,Significant wear. Cracked corner but device works properly. Missing some original accessories.,8360
Televisions,"LG 32"" HD 32LQ63",LG,267600,303600,931,194,0,33.7,Reject,7,4,6,1,TRUE,Cracked display corner and heavy dents. Works but in poor cosmetic condition. Missing some original accessories.,33060
Furniture,IKEA STEFAN Chair,IKEA,21900,27600,1345,1605,360,25.5,Reject,3,3,8,10,FALSE,Damaged device. Cracks and deep dents. Missing all accessories.,2190
Tablets,Tab P11 Pro,Lenovo,60800,78100,2298,1439,0,13.8,Reject,10,1,8,4,TRUE,Cracked screen with multiple dents. Missing charger and box. Functional.,6080
Furniture,IKEA KALLAX Shelf Unit,IKEA,94600,103900,1166,1440,423,38.3,Reject,10,4,4,5,FALSE,Damaged device. Cracks and deep dents. Missing all accessories.,17330
Headphones,JBL Tour One M2,JBL,34100,31300,1651,1370,0,22.5,Reject,2,6,10,5,FALSE,Cracked display corner and heavy dents. Works but in poor cosmetic condition.,3410
Refrigerators,Samsung 580L Side-by-Side,Samsung,14300,17400,1062,690,0,18.7,Reject,8,3,9,8,FALSE,Severe physical damage. Multiple cracks. Missing charger. Powers on.,1430
Mobile Phones,Galaxy A34,Samsung,108600,122600,1758,925,0,26.1,Reject,7,8,3,10,FALSE,Severe physical damage. Multiple cracks. Missing charger. Powers on.,10860
Laptops,Legion 5 Pro,Lenovo,141000,183100,27,807,780,100,A,0,0,0,0,FALSE,Like new condition. Original charger and box included. Barely used for 2 months.,133950
Microwaves,LG 20L Solo MS2043DB,LG,7800,9900,21,827,806,96.1,A,0,0,0,1,FALSE,"Mint condition. Purchased recently, upgrading device. Complete kit available.",7410
Tablets,iPad Pro 11 M2,Apple,22200,26300,105,1288,1183,95.2,A,2,1,0,0,FALSE,Like new condition. Original charger and box included. Barely used for 2 months.,21090
Tablets,iPad Pro 12.9 M2,Apple,63100,81100,1609,825,0,78.1,B,5,1,0,4,FALSE,Well maintained. Tiny scratch on back panel not visible during use.,25530
Tablets,Galaxy Tab A9+,Samsung,57700,56300,525,683,226,40.5,D,1,4,6,9,FALSE,Heavily used. Multiple scratches and dents. Works fine for daily use.,10370
Refrigerators,Whirlpool 265L Double Door,Whirlpool,107300,138900,4,484,480,97.4,A,1,0,0,1,FALSE,Excellent condition. Used very carefully. All original accessories present.,101935
Headphones,JBL Quantum 800,JBL,11700,12700,1605,407,0,73.9,C,8,2,0,3,FALSE,Moderate scratches on body. Device works great. Original charger included.,4770
Microwaves,Godrej 20L Solo GME 720 CF1,Godrej,27700,25100,1715,845,0,56,D,6,1,2,2,TRUE,Heavy usage marks and dents. Missing original accessories. Functional.,7720
Refrigerators,Godrej 564L French Door,Godrej,49700,55800,9,688,679,93.4,A,1,0,0,1,FALSE,"Mint condition. Purchased recently, upgrading device. Complete kit available.",47215
Refrigerators,Samsung 324L Double Door,Samsung,145700,143500,1364,1057,0,1.7,Reject,7,8,9,10,FALSE,Very heavy usage. Significant cracks and damage. Works but cosmetically poor.,14570
Microwaves,LG 28L Convection MJEN286SF,LG,22300,25400,17,1569,1552,98.4,A,0,0,0,0,FALSE,Pristine condition with all accessories. No scratches or dents whatsoever.,21180
Washing Machines,Whirlpool 7kg Top Load,Whirlpool,26500,31100,614,307,0,38.7,Reject,5,10,0,6,TRUE,Cracked display corner and heavy dents. Works but in poor cosmetic condition. Missing some original accessories.,4850
Mobile Phones,iPhone 14,Apple,105000,101800,229,604,524,39.4,Reject,4,4,9,0,FALSE,Very heavy usage. Significant cracks and damage. Works but cosmetically poor.,21210
Laptops,ThinkPad T14s,Lenovo,187500,210100,794,1584,850,11.1,Reject,3,9,10,1,TRUE,Very heavy usage. Significant cracks and damage. Works but cosmetically poor. Missing some original accessories.,18750
Laptops,MacBook Air 15 M2,Apple,71600,78200,2,534,532,97.1,A,0,0,0,0,FALSE,Almost brand new. Original packaging intact. No signs of use.,68020
Headphones,WF-1000XM4,Sony,31400,32200,2293,843,0,32.3,Reject,8,7,2,8,TRUE,Severe physical damage. Multiple cracks. Missing charger. Powers on.,3140
Mobile Phones,iPhone 15,Apple,69000,78000,218,776,624,19.7,Reject,6,5,8,9,FALSE,Cracked display corner and heavy dents. Works but in poor cosmetic condition.,6900
Washing Machines,Samsung 6.5kg Top Load,Samsung,83700,102800,1748,723,0,77.1,B,6,1,0,3,FALSE,Good working condition. Minor cosmetic marks from regular use.,40360
Microwaves,Godrej 28L Convection GME 728 CF2,Godrej,19100,21400,2197,714,0,29.1,Reject,9,4,6,5,FALSE,Cracked screen with multiple dents. Missing charger and box. Functional.,1910
Washing Machines,Samsung 7kg Top Load,Samsung,91400,101000,2485,1109,0,39.1,Reject,2,6,8,0,TRUE,Cracked screen with multiple dents. Missing charger and box. Functional.,10370
Washing Machines,LG 8kg Front Load FHM1408BDL,LG,49400,44500,803,1189,405,50.2,D,6,0,5,6,FALSE,Significant wear. Cracked corner but device works properly.,13350
Laptops,Legion 5 Pro,Lenovo,90300,98300,1977,933,0,13,Reject,10,8,4,7,TRUE,Damaged device. Cracks and deep dents. Missing all accessories.,9030
Smart Watches,Galaxy Watch 5 Pro,Samsung,7700,8200,74,353,353,0,Reject,9,8,10,4,TRUE,Cracked display corner and heavy dents. Works but in poor cosmetic condition. Missing some original accessories.,770
Mobile Phones,Galaxy Z Flip 5,Samsung,132100,124300,699,260,0,49.5,D,1,0,7,4,TRUE,Old device with heavy signs of usage. Minor crack on edge. Working. Missing some original accessories.,31190
Refrigerators,Godrej 261L Double Door,Godrej,73400,70500,1203,1024,0,73.9,C,5,1,1,0,TRUE,Some scratches and minor dents but fully functional. No box. Missing some original accessories.,35320
Televisions,"LG 43"" UHD 4K UR8050",LG,18100,17600,1525,278,0,20.6,Reject,4,9,7,2,TRUE,Cracked screen with multiple dents. Missing charger and box. Functional.,1810
Tablets,Tab M8,Lenovo,34200,39300,2471,1149,0,0,Reject,10,10,10,5,TRUE,Cracked display corner and heavy dents. Works but in poor cosmetic condition. Missing some original accessories.,3420
Headphones,JBL Tune 770NC,JBL,14500,15300,1057,1550,659,75.1,B,6,0,0,5,FALSE,Good condition with light usage marks. Works perfectly fine.,7810
Microwaves,LG 28L Convection MJEN286SF,LG,33200,40300,59,1722,1663,92.8,A,1,1,0,1,FALSE,"Mint condition. Purchased recently, upgrading device. Complete kit available.",30810
Microwaves,LG 32L Convection MC3286BRUM,LG,8500,9900,1544,1751,208,42.6,D,5,5,7,1,FALSE,Heavily used. Multiple scratches and dents. Works fine for daily use.,1580
Televisions,"Sony 32"" W830K",Sony,219800,243200,323,743,489,71.3,C,0,8,0,3,FALSE,Visible wear and dents. Missing original packaging. Fully functional.,127030
Refrigerators,Godrej 564L French Door,Godrej,47200,43000,96,1359,1263,100,A,0,1,0,0,FALSE,Like new condition. Original charger and box included. Barely used for 2 months.,44840
Laptops,MacBook Pro 16 M3 Max,Apple,179000,165200,2123,941,0,24.2,Reject,8,4,6,10,FALSE,Damaged device. Cracks and deep dents. Missing all accessories.,17900
Furniture,IKEA POÄNG Armchair,IKEA,16200,16900,2363,1023,0,18.6,Reject,3,0,10,7,TRUE,Cracked screen with multiple dents. Missing charger and box. Functional.,1620
Mobile Phones,iPhone 15,Apple,101900,108800,635,888,410,53,D,7,10,2,0,FALSE,Significant wear. Cracked corner but device works properly.,29660
Furniture,Godrej Interio Bookshelf,Godrej,173000,205400,578,311,0,18.6,Reject,7,10,4,9,FALSE,Damaged device. Cracks and deep dents. Missing all accessories.,17300
Tablets,Tab M10 Plus,Lenovo,75400,96800,1974,1656,0,49,D,10,7,2,1,FALSE,Visible damage on body. Functional but cosmetically worn. No accessories.,13540
Refrigerators,Samsung 236L Single Door,Samsung,58200,55700,742,1047,419,7.4,Reject,6,9,8,8,FALSE,Cracked display corner and heavy dents. Works but in poor cosmetic condition.,5820
Microwaves,LG 20L Solo MS2043DB,LG,13400,14800,1852,1733,0,66.6,C,3,4,0,1,TRUE,Moderate scratches on body. Device works great. Original charger included. Missing some original accessories.,4810
Washing Machines,Samsung 9kg Front Load WW90T,Samsung,96600,103700,1859,861,0,32.5,Reject,9,3,4,6,TRUE,Damaged device. Cracks and deep dents. Missing all accessories.,10570
Televisions,"Sony 43"" BRAVIA X75L",Sony,148800,148300,1432,1013,0,39.2,Reject,1,5,6,8,FALSE,Very heavy usage. Significant cracks and damage. Works but cosmetically poor.,22380
Mobile Phones,Galaxy S24 Ultra,Samsung,102000,105500,1034,1241,214,48.1,D,3,1,6,0,TRUE,Significant wear. Cracked corner but device works properly. Missing some original accessories.,21360
Smart Watches,Apple Watch Ultra 2,Apple,58900,75600,722,1512,973,20.7,Reject,7,1,8,6,TRUE,Cracked display corner and heavy dents. Works but in poor cosmetic condition. Missing some original accessories.,5890
Smart Watches,Apple Watch Ultra 2,Apple,10800,10100,2227,1610,0,8.9,Reject,2,8,7,8,TRUE,Damaged device. Cracks and deep dents. Missing all accessories.,1080
Refrigerators,Whirlpool 450L Multi-Door,Whirlpool,62700,65300,2452,1631,0,17.2,Reject,6,5,8,8,TRUE,Severe physical damage. Multiple cracks. Missing charger. Powers on.,6270
Televisions,"Sony 77"" MASTER OLED A95L",Sony,179400,226900,1295,1436,210,27.3,Reject,9,8,4,2,TRUE,Cracked display corner and heavy dents. Works but in poor cosmetic condition. Missing some original accessories.,17940
Mobile Phones,Galaxy S24,Samsung,16200,15100,903,1561,700,23.1,Reject,8,8,7,1,TRUE,Cracked display corner and heavy dents. Works but in poor cosmetic condition. Missing some original accessories.,1620
Washing Machines,Whirlpool 6.5kg Top Load,Whirlpool,98200,93400,1813,1713,23,20.4,Reject,2,6,8,10,FALSE,Cracked display corner and heavy dents. Works but in poor cosmetic condition.,9820
Washing Machines,Samsung 7kg Top Load,Samsung,23500,25900,113,1370,1257,98.5,A,0,0,0,1,FALSE,Pristine condition with all accessories. No scratches or dents whatsoever.,22320
Headphones,JBL Free X,JBL,19700,20400,1742,535,0,15.6,Reject,2,7,7,10,TRUE,Damaged device. Cracks and deep dents. Missing all accessories.,1970
Furniture,Godrej Interio Boston Bed,Godrej,13100,12400,1894,631,0,42.9,D,2,2,8,5,FALSE,Significant wear. Cracked corner but device works properly.,2430
Headphones,AirPods Max,Apple,38900,40200,1384,774,0,13.5,Reject,10,3,9,7,FALSE,Cracked screen with multiple dents. Missing charger and box. Functional.,3890
Washing Machines,LG 8kg Front Load FHM1408BDL,LG,42400,48100,1170,998,0,25.9,Reject,8,6,5,6,TRUE,Damaged device. Cracks and deep dents. Missing all accessories.,4240
Washing Machines,LG 7kg Top Load T70SKSF1Z,LG,28700,34000,1901,1592,0,27.6,Reject,5,4,4,8,TRUE,Cracked display corner and heavy dents. Works but in poor cosmetic condition. Missing some original accessories.,2870
Tablets,iPad mini 6,Apple,26800,27500,2429,1567,0,63,C,6,4,0,7,FALSE,Used condition with visible signs of wear. All functions working perfectly.,6230
Smart Watches,Apple Watch Ultra 2,Apple,10800,12800,924,681,0,21.5,Reject,1,3,8,7,TRUE,Very heavy usage. Significant cracks and damage. Works but cosmetically poor. Missing some original accessories.,1080
Refrigerators,Godrej 311L Double Door,Godrej,54900,68900,311,258,85,63.8,C,1,5,3,3,FALSE,Used condition with visible signs of wear. All functions working perfectly.,26420
Washing Machines,LG 8kg Front Load FHM1408BDL,LG,21600,25100,2012,519,0,45,D,1,5,6,5,FALSE,Old device with heavy signs of usage. Minor crack on edge. Working.,3570
Headphones,JBL Endurance Run,JBL,14300,14800,11,939,928,97.3,A,1,0,0,0,FALSE,"Mint condition. Purchased recently, upgrading device. Complete kit available.",13580
Laptops,ThinkPad X1 Carbon,Lenovo,89100,93200,42,1448,1406,93.3,A,2,1,0,0,FALSE,Excellent condition. Used very carefully. All original accessories present.,84460
Tablets,iPad 10th Gen,Apple,72400,87600,2051,515,0,26.7,Reject,6,10,5,1,TRUE,Damaged device. Cracks and deep dents. Missing all accessories.,7240
Microwaves,LG 32L Convection MC3286BRUM,LG,13900,13300,838,262,0,7.9,Reject,7,4,10,7,TRUE,Damaged device. Cracks and deep dents. Missing all accessories.,1390
Mobile Phones,iPhone 11 Pro,Apple,60700,75500,706,1661,978,60.5,C,4,4,0,2,TRUE,Visible wear and dents. Missing original packaging. Fully functional.,23310
Furniture,Godrej Interio Slimline Wardrobe,Godrej,36000,42700,2260,259,0,34.4,Reject,10,2,5,7,FALSE,Cracked screen with multiple dents. Missing charger and box. Functional.,5060
Headphones,Boat Immortal 1000D,Boat,36600,34200,970,495,0,24.7,Reject,0,1,8,9,TRUE,Damaged device. Cracks and deep dents. Missing all accessories.,3660
Smart Watches,Galaxy Watch 5 Pro,Samsung,34200,33500,2461,1751,0,33.5,Reject,2,7,6,8,FALSE,Damaged device. Cracks and deep dents. Missing all accessories.,3420
Tablets,iPad Pro 12.9 M2,Apple,18900,22900,58,1180,1122,96.1,A,0,0,0,1,FALSE,Like new condition. Original charger and box included. Barely used for 2 months.,17955
Tablets,Tab M9,Lenovo,76500,70400,2233,1500,0,7.4,Reject,9,6,10,6,FALSE,Cracked screen with multiple dents. Missing charger and box. Functional.,7650
Furniture,IKEA KALLAX Shelf Unit,IKEA,103100,95700,889,573,0,43.5,D,8,3,1,7,TRUE,Visible damage on body. Functional but cosmetically worn. No accessories. Missing some original accessories.,24680
Microwaves,Samsung 23L Solo MS23A3513AK,Samsung,34200,40500,21,1171,1150,96.9,A,0,0,0,0,FALSE,Almost brand new. Original packaging intact. No signs of use.,32490
Headphones,AirPods 3rd Gen,Apple,32700,29800,980,1659,731,59.9,D,0,3,4,4,FALSE,Heavy usage marks and dents. Missing original accessories. Functional.,11880
Headphones,Boat Nirvana Ion,Boat,14500,17800,2032,1109,0,15.3,Reject,2,5,10,7,TRUE,Very heavy usage. Significant cracks and damage. Works but cosmetically poor. Missing some original accessories.,1450
Laptops,ThinkPad X1 Carbon,Lenovo,212100,247100,2495,1671,0,0,Reject,6,6,8,10,TRUE,Cracked display corner and heavy dents. Works but in poor cosmetic condition. Missing some original accessories.,21210
Smart Watches,Apple Watch Series 9,Apple,29100,31600,56,887,887,12.1,Reject,6,9,6,6,TRUE,Very heavy usage. Significant cracks and damage. Works but cosmetically poor. Missing some original accessories.,2910
Microwaves,Samsung 28L Convection MC28A5025VS,Samsung,19800,23700,1304,1250,0,39.8,Reject,9,7,1,4,TRUE,Damaged device. Cracks and deep dents. Missing all accessories.,3570
Smart Watches,Apple Watch Series 9,Apple,25000,27800,2011,780,0,11.4,Reject,8,8,8,3,TRUE,Severe physical damage. Multiple cracks. Missing charger. Powers on.,2500
Microwaves,Samsung 28L Convection MC28A5025VS,Samsung,20700,26000,2219,1598,0,42,D,8,5,4,5,FALSE,Old device with heavy signs of usage. Minor crack on edge. Working.,3340
Laptops,ThinkPad X1 Carbon,Lenovo,241700,306400,2128,518,0,2,Reject,6,7,8,8,TRUE,Severe physical damage. Multiple cracks. Missing charger. Powers on.,24170
Smart Watches,Apple Watch Ultra 2,Apple,38200,34900,965,1022,122,28.7,Reject,8,4,6,6,FALSE,Damaged device. Cracks and deep dents. Missing all accessories.,3820
Laptops,ThinkPad T14s,Lenovo,133000,124400,159,999,898,21.5,Reject,5,3,9,8,FALSE,Damaged device. Cracks and deep dents. Missing all accessories.,13300
Refrigerators,Whirlpool 340L Double Door,Whirlpool,81800,77200,1104,698,0,50.1,D,2,8,1,4,TRUE,Old device with heavy signs of usage. Minor crack on edge. Working. Missing some original accessories.,21010
Washing Machines,Samsung 8kg Front Load,Samsung,37600,47600,2122,948,0,6.2,Reject,7,7,8,7,TRUE,Damaged device. Cracks and deep dents. Missing all accessories.,3760
Headphones,WF-1000XM4,Sony,20500,20500,2075,1722,0,43,D,3,7,7,1,FALSE,Heavily used. Multiple scratches and dents. Works fine for daily use.,2820
Refrigerators,Whirlpool 265L Double Door,Whirlpool,128700,134100,8,1793,1785,100,A,0,0,0,0,FALSE,Pristine condition with all accessories. No scratches or dents whatsoever.,122260
Tablets,Galaxy Tab S9+,Samsung,76900,99000,1542,1818,426,55.4,D,4,10,2,1,FALSE,Visible damage on body. Functional but cosmetically worn. No accessories.,17420
Televisions,"Samsung 32"" HD T4500",Samsung,116600,141600,227,1369,1225,32.9,Reject,10,7,0,9,TRUE,Cracked screen with multiple dents. Missing charger and box. Functional.,19500
Washing Machines,Whirlpool 8kg Top Load,Whirlpool,13000,12300,775,1023,425,53.3,D,0,3,4,8,FALSE,Visible damage on body. Functional but cosmetically worn. No accessories.,3930
Microwaves,Samsung 28L Convection MC28A5025VS,Samsung,25700,24900,1995,1348,0,43.1,D,9,5,1,4,TRUE,Visible damage on body. Functional but cosmetically worn. No accessories. Missing some original accessories.,4730
Washing Machines,Whirlpool 8kg Top Load,Whirlpool,36400,44900,1950,1604,0,30,Reject,6,2,7,5,TRUE,Cracked screen with multiple dents. Missing charger and box. Functional.,3640
Microwaves,Samsung 23L Solo MS23A3513AK,Samsung,14200,16100,1166,1607,633,27.2,Reject,2,3,5,10,TRUE,Very heavy usage. Significant cracks and damage. Works but cosmetically poor. Missing some original accessories.,1420
